transaction_hash,block_number,timestamp,chain,from_address,to_address,amount_usd,gas_fee_usd,token_symbol,tx_type,status,year,month,day
0x73278a4a86960eeb576a8fd4c9ec6997,18199404,2024-01-02 13:40:00,polygon,0xc9395d77dced2d02b85c5f63b54bb9a8,0xf92ca8882ce1f297302dfbed4ecccce4,234.82,5.577,BTC,stake,confirmed,2024,1,2
0x5fd0b37cd7dbbb00f97ba6ce92bf5add,18113508,2024-01-02 14:00:00,polygon,0x7697b10474c0f8200f63f7a94f443762,0xec8bdfcedc8db1ad50c2809895752feb,84.52,42.1781,USDT,transfer,confirmed,2024,1,2
0x2b44928ae11fb9384c4cf38708677c48,18913449,2024-01-02 14:20:00,polygon,0x4be93e1593242bd5cd9c92380954055e,0xc70b9dcaf43acdb7ca50b866b71d8795,23.81,5.4114,BTC,mint,confirmed,2024,1,2
0xc45147dee729311ef5b5c3003946c48f,18966487,2024-01-02 14:40:00,solana,0x6e56af5e2c22a47bde0910fcb1fc3894,0x847a20b2a409bbfca3f0a51309012614,425.29,9.0232,MATIC,transfer,confirmed,2024,1,2
0xeb160de1de89d9058fcb0b968dbbbd68,18571062,2024-01-02 15:00:00,ethereum,0x45328bd57a567b16f587825936e9a66b,0x3e58d6a5b63d73b4f51e08517c6cb136,57.35,2.668,ETH,transfer,confirmed,2024,1,2
0x5ef059938ba799aaa845e1c2e8a762bd,18360414,2024-01-02 15:20:00,ethereum,0xb95d9f00a15a80ffdf404b709b560817,0x93cf1ce0d45dd4dc30de08f7d7d7c4fc,46.98,6.1674,USDT,transfer,confirmed,2024,1,2
0x07e1cd7dca89a1678042477183b7ac3f,18902971,2024-01-02 15:40:00,bitcoin,0x6946d3c06352c1ee3834c08de0828db9,0xd4cd815febe38f897487631393bf764e,143.38,2.2623,ETH,transfer,confirmed,2024,1,2
0xda4fb5c6e93e74d3df8527599fa62642,18511835,2024-01-02 16:00:00,bitcoin,0xf8966bcb690245f77d4099b149039143,0x36dd49488ea744e26a2209907207ca73,292.06,6.4609,ETH,stake,confirmed,2024,1,2
0x4c56ff4ce4aaf9573aa5dff913df997a,18624869,2024-01-02 16:20:00,ethereum,0xabf4b21b695d1c74010795a60827c9f9,0x25c33903b16c17181fff969dee441fe2,148.97,4.8995,USDT,transfer,confirmed,2024,1,2
0xa0a080f42e6f13b3a2df133f073095dd,18629271,2024-01-02 16:40:00,bitcoin,0x7693a918d5cf7e46e3a875b20763ee06,0xf81bc33bca062e4a5c55dcef16f78ebc,3.15,9.2817,ETH,stake,confirmed,2024,1,2
0x202cb962ac59075b964b07152d234b70,18276778,2024-01-02 17:00:00,bitcoin,0xf322bd55c44f8ff7937b6dfe28791605,0x96a3f27d70f5614b8a3b17257f781a2e,6.1,2.6577,BTC,mint,confirmed,2024,1,2
0xc8ffe9a587b126f152ed3d89a146b445,18285019,2024-01-02 17:20:00,ethereum,0x7d81ee826eee4b11e0c782db8fa0b985,0x81544975cc160ddf4ca4e864c4973b90,312.97,4.6571,MATIC,swap,confirmed,2024,1,2
0x3def184ad8f4755ff269862ea77393dd,18413861,2024-01-02 17:40:00,polygon,0x60fd74be9f25ce3f63f5d1e395e2c38a,0xd18c4cb23a10d14f636ab755cb9ed1a5,203.46,8.4713,BTC,transfer,confirmed,2024,1,2
0x069059b7ef840f0c74a814ec9237b6ec,18156832,2024-01-02 18:00:00,polygon,0x2fac021875daa4229d6e32e9a76f6cf0,0x5860ae442ba1734ea2152a48df27c73d,110.54,8.9084,ETH,transfer,confirmed,2024,1,2
0xec5decca5ed3d6b8079e2e7e7bacc9f2,18420739,2024-01-02 18:20:00,ethereum,0xab14ff0147e07c255f77f30a14fa4ffe,0x42058014ba333a403deee0b2e5d8b4bd,2168.43,2.4745,USDT,swap,confirmed,2024,1,2
0x76dc611d6ebaafc66cc0879c71b5db5c,18490887,2024-01-02 18:40:00,bitcoin,0xa37b224953ee13a9e7f1c428577dbb5a,0x8271ebe3719920096e171eb057f38df0,232.12,8.9911,USDC,stake,confirmed,2024,1,2
0xd1f491a404d6854880943e5c3cd9ca25,18954652,2024-01-02 19:00:00,polygon,0xceba70a099317d3a7a53943e5a1ee14b,0x80f977a8bdc0e884c2ffe5eee6052fe9,2.93,2.0074,USDT,swap,confirmed,2024,1,2
0x9b8619251a19057cff70779273e95aa6,18680877,2024-01-02 19:20:00,ethereum,0xed70740c50b1d5930cabb34ee105ce89,0x621c4b5daa1ad37a7c63a07c50c009ed,17.62,9.679,BTC,swap,confirmed,2024,1,2
0x1afa34a7f984eeabdbb0a7d494132ee5,18002235,2024-01-02 19:40:00,ethereum,0x407cdff8a8abc093b64398c8db47ed58,0x02f3b5c7a0ba589590f72c93a811095b,3410.38,1.6635,ETH,swap,pending,2024,1,2
0x65ded5353c5ee48d0b7d48c591b8f430,18502761,2024-01-02 20:00:00,polygon,0x974d78e98b9a3e694af8501a480e308a,0xe4e56a6d1c3554690c9df3e0f6682eff,456.13,4.3098,USDT,swap,failed,2024,1,2
0x9fc3d7152ba9336a670e36d0ed79bc43,18929093,2024-01-02 20:20:00,ethereum,0x0d78b4e3d94bcb4c9237b747d990bb8b,0x670548f36d5d97f96d6aa344bfed1e1a,75.32,3.1352,ETH,transfer,confirmed,2024,1,2
0x02522a2b2726fb0a03bb19f2d8d9524d,18191405,2024-01-02 20:40:00,ethereum,0x63a574030818f05d6b619ef253547580,0x362bf804f2d863b41c9db7ac977ea998,2965.07,0.9161,MATIC,swap,confirmed,2024,1,2
0x7f1de29e6da19d22b51c68001e7e0e54,18675239,2024-01-02 21:00:00,ethereum,0x0a553fe70d8c9045ea2116fea7c9ae30,0x8ff321ae19667fdf5a270d61de3e8284,2499.02,35.089,MATIC,transfer,confirmed,2024,1,2
0x42a0e188f5033bc65bf8d78622277c4e,18226103,2024-01-02 21:20:00,bitcoin,0xa785f8fb510fa8935cb925c11519b338,0x95fed106b5dbb96d08961e7e1ce8189c,1289.99,2.6062,ETH,swap,confirmed,2024,1,2
0x3988c7f88ebcb58c6ce932b957b6f332,18405688,2024-01-02 21:40:00,solana,0x7ab26df3e44573b38bb0adc3ecdef4b3,0x183326747f177d5985a004afd7552c08,240.85,11.0676,MATIC,swap,confirmed,2024,1,2
0x013d407166ec4fa56eb1e1f8cbe183b9,18007544,2024-01-02 22:00:00,bitcoin,0x6a4f60ff5de9fb82d5a18db9e49eab39,0x74f91f6fc3421bb1c3edce0176956bf4,442.59,10.9779,BTC,swap,confirmed,2024,1,2
0xe00da03b685a0dd18fb6a08af0923de0,18363184,2024-01-02 22:20:00,polygon,0x2623a6c971bdf2b1e798b0aad971ed76,0xcf1ff989de77c963d8ecc1716c357b22,5192.39,0.8514,USDC,swap,confirmed,2024,1,2
0x1385974ed5904a438616ff7bdb3f7439,18064546,2024-01-02 22:40:00,polygon,0x82a0c64062411b4c029563f9f49bbf20,0x3f9aa03dab5591c8ded5b7fee14a9c6f,230.47,1.3229,ETH,transfer,confirmed,2024,1,2
0x0f28b5d49b3020afeecd95b4009adf4c,18223587,2024-01-02 23:00:00,bitcoin,0x8e796056366d0970b6672a47482948b3,0x11af88e28351f91c6c2eff903bea6bda,155.47,1.9617,BTC,transfer,failed,2024,1,2
0xa8baa56554f96369ab93e4f3bb068c22,18663092,2024-01-02 23:20:00,ethereum,0x198e0fd8f9f926dbf9b839f60e760174,0xe353bd0e6e877a4e76c6489f0902b949,17489.43,3.0526,BTC,swap,confirmed,2024,1,2
0x903ce9225fca3e988c2af215d4e544d3,18415392,2024-01-02 23:40:00,ethereum,0xe78fbb03009e14d7f727f639b8359c3c,0x07dc8fb64e6b30879591ead540311c0c,2.94,8.4667,USDT,transfer,confirmed,2024,1,2
0x0a09c8844ba8f0936c20bd791130d6b6,18612072,2024-01-03 00:00:00,polygon,0xa3f7c07b9c61617d70d7dd2b8d9959fc,0x6d7826bc4047215c93a79328e9405eb3,3850.95,4.8512,ETH,transfer,confirmed,2024,1,3
0x2b24d495052a8ce66358eb576b8912c8,18863003,2024-01-03 00:20:00,polygon,0x276a5657c61b7fef10a83980497ec692,0xfffa4fac6116f20d8905ed8bb6aa7869,274.44,2.3958,USDT,transfer,confirmed,2024,1,3
0xa5e00132373a7031000fd987a3c9f87b,18580928,2024-01-03 00:40:00,bitcoin,0x9bbeb0676910456e7794617b8df31ce7,0x4e47b78eb10721635b8d7ac3ad983cdd,276.1,1.0051,ETH,transfer,confirmed,2024,1,3
0x8d5e957f297893487bd98fa830fa6413,18818766,2024-01-03 01:00:00,bitcoin,0x3e372031b6c826c7d9c36ab5081d979f,0xe8118364a0fe91a4277a0006d551a7fc,83.64,3.076,USDT,swap,confirmed,2024,1,3
0x47d1e990583c9c67424d369f3414728e,18181609,2024-01-03 01:20:00,bitcoin,0x82bae3d2e3a49830d7264296bfd301cd,0xf8187ecc361b8a31bed7819848b8607e,2719.32,4.0744,USDT,swap,confirmed,2024,1,3
0xf2217062e9a397a1dca429e7d70bc6ca,18666938,2024-01-03 01:40:00,bitcoin,0xbc40b25c4dcfbad21b4852a8e442f47d,0xe8b235527f47295df46e781301a8b2f1,13.6,3.5588,USDC,transfer,confirmed,2024,1,3
0x7ef605fc8dba5425d6965fbd4c8fbe1f,18248736,2024-01-03 02:00:00,polygon,0x4ec5af103012e9466c389fa9db916c71,0xb0629c40ad796c53f1c914700ba34054,4112.42,3.4853,BTC,mint,failed,2024,1,3
0xa8f15eda80c50adb0e71943adc8015cf,18800120,2024-01-03 02:20:00,bitcoin,0x3b62885a8329e926446da5fa0a759599,0x5c38476a6ecc93f8bb68bde4c4b59fc3,90.68,3.251,ETH,stake,confirmed,2024,1,3
0x37a749d808e46495a8da1e5352d03cae,18541412,2024-01-03 02:40:00,polygon,0x65c63f647a399ae6bb2bf799b2ecf48b,0x49e2453a4d7f1a94e6d0edfccb0e2e66,2606.69,1.7413,BTC,mint,confirmed,2024,1,3
0xb3e3e393c77e35a4a3f3cbd1e429b5dc,18637403,2024-01-03 03:00:00,ethereum,0x7ecec77a23ac7ff2552b2fcf89f3efdc,0xef1e9bd607e0693fb4e3850d200a3650,277.71,5.0567,ETH,transfer,confirmed,2024,1,3
0x1d7f7abc18fcb43975065399b0d1e48e,18599697,2024-01-03 03:20:00,ethereum,0x12c89376239501fb59282fb5edb68883,0x615d92d57a77bab3a9cc26cd857f163c,127.64,12.0377,MATIC,swap,confirmed,2024,1,3
0x2a79ea27c279e471f4d180b08d62b00a,18196621,2024-01-03 03:40:00,ethereum,0x3f9c090ed0188686b38dc2f4be0dab64,0xa9d7d171e2c8c1fcec1b0e339537f788,9745.61,1.9648,MATIC,mint,confirmed,2024,1,3
0x1c9ac0159c94d8d0cbedc973445af2da,18870640,2024-01-03 04:00:00,polygon,0x429b7f96c59e29cb51166715a8ad5f57,0x4a6b5b9f87ca60bb152ac1f3580ac5d0,16.54,1.9098,USDT,burn,confirmed,2024,1,3
0x6c4b761a28b734fe93831e3fb400ce87,18066073,2024-01-03 04:20:00,bitcoin,0x6911a93dbfb1a647686c2ba2ca2c70e2,0x1adf154e3b52f29f974e32d78809ced3,86.34,6.6379,USDC,stake,confirmed,2024,1,3
0x06409663226af2f3114485aa4e0a23b4,18621426,2024-01-03 04:40:00,polygon,0x9d5b4c43ed6b1f04f43602ae26def12e,0x5cc2e6e2c15584aaa276c7d3f914781b,110.47,5.9384,ETH,stake,confirmed,2024,1,3
0x140f6969d5213fd0ece03148e62e461e,18683402,2024-01-03 05:00:00,ethereum,0xdf90ca6680bc1fee5f597e68e2bdf8f1,0x338029789feb38559574d53e2ebf0677,297.9,10.2374,ETH,swap,confirmed,2024,1,3
0xb73ce398c39f506af761d2277d853a92,18821407,2024-01-03 05:20:00,solana,0x7abc639eac9341d874a38cfaa31fdd5d,0x508bda5f113244a58f1ce4ebce927e2d,159.82,3.0538,ETH,swap,confirmed,2024,1,3
0xbd4c9ab730f5513206b999ec0d90d1fb,18306074,2024-01-03 05:40:00,polygon,0x9655f83cc2e491a9ec86408f0b29707f,0x9127b9b843f0223c61cc2a0b3cc89c06,1207.63,4.4247,ETH,transfer,confirmed,2024,1,3
0x82aa4b0af34c2313a562076992e50aa3,18723447,2024-01-03 06:00:00,solana,0x3d2bdd7127d5b13d05db0eb63c54153c,0x0b3ef3e853df2b5f4e91a665dec3aa93,78.79,11.3943,USDC,swap,confirmed,2024,1,3
0x0777d5c17d4066b82ab86dff8a46af6f,18474646,2024-01-03 06:20:00,ethereum,0x66a7b361e0dfccab8c8146a49781a7a1,0x7c00a63dbf451c5661398ed094468e36,340.1,11.7781,ETH,transfer,confirmed,2024,1,3
0xfa7cdfad1a5aaf8370ebeda47a1ff1c3,18367242,2024-01-03 06:40:00,ethereum,0x6e534aee15dd957db5509154f74fbb62,0xf1b418fc1c580fa5fd44bb11a4ed29a5,28.8,4.4231,USDT,stake,confirmed,2024,1,3
0x9766527f2b5d3e95d4a733fcfb77bd7e,18017004,2024-01-03 07:00:00,bitcoin,0x7afaca50ca74f431d757c79b90873448,0x1d8018149a9e603dc9784462d87a3973,2208.2,24.1111,ETH,mint,confirmed,2024,1,3
0x7e7757b1e12abcb736ab9a754ffb617a,18048481,2024-01-03 07:20:00,bitcoin,0x5a44fe3651bec157f3cf646e9a71b78f,0xdb7ef65d172eab9ea7f610b15e043e0e,182.2,18.8031,MATIC,transfer,confirmed,2024,1,3
0x5878a7ab84fb43402106c575658472fa,18181108,2024-01-03 07:40:00,polygon,0xb1826747cd38457c483eaa7f144e766e,0x811243af76a9cf5b3aeb4eec87e20492,1112.48,4.2586,BTC,transfer,confirmed,2024,1,3
0x006f52e9102a8d3be2fe5614f42ba989,18626930,2024-01-03 08:00:00,ethereum,0x468df68dcecda0299e6da726968a3dba,0xfb1eb265582bb9130fc0a57327f1d6ad,602.75,0.6744,BTC,transfer,confirmed,2024,1,3
0x3636638817772e42b59d74cff571fbb3,18846886,2024-01-03 08:20:00,polygon,0x7a9e23e20d7b107df43362f5fdad6574,0xc7810b357384cf5c34037e22f4811b7c,67.23,7.1978,USDT,transfer,confirmed,2024,1,3
0x149e9677a5989fd342ae44213df68868,18021240,2024-01-03 08:40:00,polygon,0x3c34433f7618b5e90d81919c96c03cff,0x8f6c8d2a69efc09c8a3acbde70efdbbf,30.14,5.3175,BTC,mint,confirmed,2024,1,3
0xa4a042cf4fd6bfb47701cbc8a1653ada,18480658,2024-01-03 09:00:00,solana,0xd2c3d7d9cf93bc76809e42c8af6d7a67,0xa0f2134c15080c2356b0c4d2b4802328,67.27,7.0879,USDT,swap,failed,2024,1,3
0x1ff8a7b5dc7a7d1f0ed65aaa29c04b1e,18305741,2024-01-03 09:20:00,ethereum,0xce9c629623d9c2ef3e724b7b656a7a76,0xcaa1757474d117251888f47066dc3d28,290.72,3.379,USDC,swap,confirmed,2024,1,3
0xf7e6c85504ce6e82442c770f7c8606f0,18286427,2024-01-03 09:40:00,polygon,0x7e49671bbdf7196c59db8f1b8c973e4b,0x031649b8c084b1dbb37cb2c30fe30553,338.22,39.5011,ETH,transfer,confirmed,2024,1,3
0xbf8229696f7a3bb4700cfddef19fa23f,18481469,2024-01-03 10:00:00,polygon,0x44e4771dc964fe9cbee316c7a3b2f196,0x52b39c3ad6cfb4dc378e308a77721f85,1147.52,4.1526,MATIC,transfer,confirmed,2024,1,3
0x82161242827b703e6acf9c726942a1e4,18836862,2024-01-03 10:20:00,bitcoin,0xdc6dd08dd9a835dab3f17eaa7f413d2e,0xf28d8674c8aa8e1ed33b353881daa283,454.51,2.4719,MATIC,swap,confirmed,2024,1,3
0x38af86134b65d0f10fe33d30dd76442e,18078978,2024-01-03 10:40:00,ethereum,0x45ff989eb2826b41ffe5b67539610d3d,0xa0afd6926c1ff68e9938514a3e2b177b,562.04,12.0424,BTC,swap,confirmed,2024,1,3
0x96da2f590cd7246bbde0051047b0d6f7,18220199,2024-01-03 11:00:00,ethereum,0x462448dda93ff83b4c535d312baf33d7,0x4fd74d73a5de3c3f1fa1a86330ccbc25,269.75,1.6783,ETH,transfer,confirmed,2024,1,3
0x8f85517967795eeef66c225f7883bdcb,18087778,2024-01-03 11:20:00,solana,0x121f7c48298a4b87337defef069924d5,0xbcc5ead125e2a4354b73a8f2836984c8,339.72,10.0243,USDT,stake,confirmed,2024,1,3
0x8f53295a73878494e9bc8dd6c3c7104f,18528003,2024-01-03 11:40:00,solana,0xedfafc948d914f469a5306dc1a4492ea,0x865844649c1b8699bedbdb5e537bec98,33.77,14.9843,BTC,swap,confirmed,2024,1,3
0x045117b0e0a11a242b9765e79cbf113f,18077391,2024-01-03 12:00:00,polygon,0x5793700343a62eb759b41f2003632cfd,0x9db66c78dd0a5abeb04990b88af60b31,1343.97,1.4528,USDT,transfer,confirmed,2024,1,3
0xfc221309746013ac554571fbd180e1c8,18679167,2024-01-03 12:20:00,polygon,0xeee0aab16da98010e9ab145300fd0650,0xd4cd917fce40b8735872d7ead611e67e,1518.44,11.412,USDT,transfer,confirmed,2024,1,3
0x4c5bde74a8f110656874902f07378009,18584798,2024-01-03 12:40:00,solana,0x6423c2b12ffefa3268a6ea0959d1e46e,0x429fed7d5d3c50c3023c9b348bff1031,81.57,5.2916,USDC,swap,confirmed,2024,1,3
0xcedebb6e872f539bef8c3f919874e9d7,18979101,2024-01-03 13:00:00,ethereum,0xac8bd8e5b84c18be6dec7ed7d2b8af3b,0x9c70210746f47e02c79b9975d452bc59,6.69,13.3501,ETH,swap,confirmed,2024,1,3
0x6cdd60ea0045eb7a6ec44c54d29ed402,18165706,2024-01-03 13:20:00,ethereum,0x6ec4fcf329f1071fb16b48feb03da0e8,0x88f350a60198bddc45af39f0645d9f21,1413.63,9.9823,BTC,transfer,confirmed,2024,1,3
0xeecca5b6365d9607ee5a9d336962c534,18751138,2024-01-03 13:40:00,ethereum,0x0a87b89484bc3a8fe47faeac616a6522,0xe92d0514fffc914b7f1161250a7f03f8,997.86,2.172,BTC,burn,confirmed,2024,1,3
0x9872ed9fc22fc182d371c3e9ed316094,18967898,2024-01-03 14:00:00,bitcoin,0x39c08709b132f1bd71746399ba26bd82,0x989ba1783be923e7ad9bc90e52ecbbcf,14.44,25.3146,BTC,stake,confirmed,2024,1,3
0x31fefc0e570cb3860f2a6d4b38c6490d,18078790,2024-01-03 14:20:00,solana,0xf7dc4be90d41709f7532e72c7add4a5a,0x676487ba4b7841a2521566cd1b6f5991,268.47,0.6245,ETH,swap,confirmed,2024,1,3
0x9dcb88e0137649590b755372b040afad,18426401,2024-01-03 14:40:00,bitcoin,0x286ba612fb135f649f0799eec367baa7,0x672c52737a34664e883db019c514db5a,502.72,3.14,MATIC,transfer,confirmed,2024,1,3
0xa2557a7b2e94197ff767970b67041697,18900235,2024-01-03 15:00:00,polygon,0xe6eff24a51ff842e489234ef8e73ecca,0x51e847f84241ace98ffe6b16e83a30ce,483.69,3.905,USDT,burn,confirmed,2024,1,3
0xcfecdb276f634854f3ef915e2e980c31,18077662,2024-01-03 15:20:00,polygon,0xec597c2b244b1883b3a45e6946accdf4,0xb5dbedee126b007d4bb858c94afa0b17,4039.21,13.6346,USDC,transfer,confirmed,2024,1,3
0x0aa1883c6411f7873cb83dacb17b0afc,18077758,2024-01-03 15:40:00,ethereum,0x7395a40c2362452913eaa4229613870f,0x9c3a1ecdeeb008ebd5df9d1d71d27759,89.46,1.5488,USDT,transfer,confirmed,2024,1,3
0x58a2fc6ed39fd083f55d4182bf88826d,18857926,2024-01-03 16:00:00,bitcoin,0x4ad46be569763c9f1720414e7814a9ed,0x2ab55e984e1b4b7ea4dfe7b598a49e27,874.73,2.3857,ETH,transfer,confirmed,2024,1,3
0xbd686fd640be98efaae0091fa301e613,18208527,2024-01-03 16:20:00,ethereum,0xc9395d77dced2d02b85c5f63b54bb9a8,0x0c852db4fa04af7597657ec5ca11f895,13.2,1.2444,USDT,transfer,confirmed,2024,1,3
0xa597e50502f5ff68e3e25b9114205d4a,18853119,2024-01-03 16:40:00,polygon,0x7697b10474c0f8200f63f7a94f443762,0xce4f95bc7ab40a743a38a827a3bd0dbb,456.65,5.1285,USDT,swap,confirmed,2024,1,3
0x0336dcbab05b9d5ad24f4333c7658a0e,18941279,2024-01-03 17:00:00,solana,0x4be93e1593242bd5cd9c92380954055e,0x908af81148ca437396707545774ba89c,1363.72,1.6037,USDT,stake,confirmed,2024,1,3
0x084b6fbb10729ed4da8c3d3f5a3ae7c9,18824387,2024-01-03 17:20:00,ethereum,0x6e56af5e2c22a47bde0910fcb1fc3894,0xf0a1f339b8d7c0caaf9f05bcaf445df2,182.99,14.5669,USDT,swap,confirmed,2024,1,3
0x85d8ce590ad8981ca2c8286f79f59954,18812235,2024-01-03 17:40:00,polygon,0x45328bd57a567b16f587825936e9a66b,0x2c37b31984da25d83509b76b409389ea,235.21,3.0736,ETH,burn,confirmed,2024,1,3
0x0e65972dce68dad4d52d063967f0a705,18694394,2024-01-03 18:00:00,bitcoin,0xb95d9f00a15a80ffdf404b709b560817,0xa9f2585ee4ad489271ea85b0a5597054,36.07,6.5891,MATIC,transfer,confirmed,2024,1,3
0x84d9ee44e457ddef7f2c4f25dc8fa865,18015260,2024-01-03 18:20:00,ethereum,0x6946d3c06352c1ee3834c08de0828db9,0x4bd72fc70683cb5128aca04d75e928fa,165.4,18.7024,ETH,transfer,confirmed,2024,1,3
0x3644a684f98ea8fe223c713b77189a77,18535750,2024-01-03 18:40:00,polygon,0xf8966bcb690245f77d4099b149039143,0xcd5552335c77b6a98dfa02bd48aef65e,209.54,5.0644,ETH,transfer,confirmed,2024,1,3
0x757b505cfd34c64c85ca5b5690ee5293,18764743,2024-01-03 19:00:00,ethereum,0xabf4b21b695d1c74010795a60827c9f9,0x89c3d182334cf50f22c815254b365715,117.57,3.1534,ETH,transfer,confirmed,2024,1,3
0x854d6fae5ee42911677c739ee1734486,18910388,2024-01-03 19:20:00,ethereum,0x7693a918d5cf7e46e3a875b20763ee06,0xe0a30de2e991c0b061960bd8107238d4,69.68,9.1358,USDT,transfer,confirmed,2024,1,3
0xe2c0be24560d78c5e599c2a9c9d0bbd2,18628628,2024-01-03 19:40:00,bitcoin,0xf322bd55c44f8ff7937b6dfe28791605,0xaecd461a32696ac5e707e09db6f36ee7,166.66,4.3817,BTC,transfer,confirmed,2024,1,3
0x274ad4786c3abca69fa097b85867d9a4,18932137,2024-01-03 20:00:00,bitcoin,0x7d81ee826eee4b11e0c782db8fa0b985,0xb726f03f821d95776c7d20a4bced0d8f,6.78,5.1595,BTC,transfer,confirmed,2024,1,3
0xeae27d77ca20db309e056e3d2dcd7d69,18339801,2024-01-03 20:20:00,polygon,0x60fd74be9f25ce3f63f5d1e395e2c38a,0xecf88bbf1c07c4603f5a1cbd30bd7362,104.5,8.3171,USDT,transfer,confirmed,2024,1,3
0x7eabe3a1649ffa2b3ff8c02ebfd5659f,18913762,2024-01-03 20:40:00,bitcoin,0x2fac021875daa4229d6e32e9a76f6cf0,0x51b063be7fd0380bb41c2c66f1ec5e77,235.43,1.4531,USDC,transfer,confirmed,2024,1,3
0x69adc1e107f7f7d035d7baf04342e1ca,18106363,2024-01-03 21:00:00,bitcoin,0xab14ff0147e07c255f77f30a14fa4ffe,0xe8a60d1ba8a8e045bc834248f64c319d,14497.91,18.2103,ETH,transfer,confirmed,2024,1,3
0x091d584fced301b442654dd8c23b3fc9,18283797,2024-01-03 21:20:00,ethereum,0xa37b224953ee13a9e7f1c428577dbb5a,0xc08840ab5a93287611b116e9271bd4c5,11.27,4.1728,USDT,swap,confirmed,2024,1,3
0xb1d10e7bafa4421218a51b1e1f1b0ba2,18657925,2024-01-03 21:40:00,solana,0xceba70a099317d3a7a53943e5a1ee14b,0x8943bfce139854c7d9819d9c112d4d67,29.06,3.9092,ETH,swap,confirmed,2024,1,3
0x6f3ef77ac0e3619e98159e9b6febf557,18256705,2024-01-03 22:00:00,ethereum,0xed70740c50b1d5930cabb34ee105ce89,0xb59ea3944c72fde0519d6a943b3d720f,14.49,5.5363,USDT,swap,failed,2024,1,3
0xeb163727917cbba1eea208541a643e74,18882709,2024-01-03 22:20:00,bitcoin,0x407cdff8a8abc093b64398c8db47ed58,0x8a5c3a15843c97fe7bfb6f1b63248b90,55.19,6.0539,ETH,transfer,confirmed,2024,1,3
0x1534b76d325a8f591b52d302e7181331,18689392,2024-01-03 22:40:00,polygon,0x974d78e98b9a3e694af8501a480e308a,0x463f2dd2db72842511fec69128e48489,194.74,1.4901,BTC,transfer,confirmed,2024,1,3
0x979d472a84804b9f647bc185a877a8b5,18341090,2024-01-03 23:00:00,ethereum,0x0d78b4e3d94bcb4c9237b747d990bb8b,0x65eb4e91005f624dc72df7f5e210ea44,16.76,4.4154,ETH,swap,confirmed,2024,1,3
0xca46c1b9512a7a8315fa3c5a946e8265,18378919,2024-01-03 23:20:00,ethereum,0x63a574030818f05d6b619ef253547580,0x14613499cfb1166ebfa34a90c791cc6f,477.71,6.1467,BTC,transfer,confirmed,2024,1,3
0x3b8a614226a953a8cd9526fca6fe9ba5,18033212,2024-01-03 23:40:00,bitcoin,0x0a553fe70d8c9045ea2116fea7c9ae30,0x2aa0efb7c0a85ab8b024cd3e89d15a57,326.02,1.1653,USDC,swap,confirmed,2024,1,3
0x45fbc6d3e05ebd93369ce542e8f2322d,18448128,2024-01-04 00:00:00,bitcoin,0xa785f8fb510fa8935cb925c11519b338,0xb1c9ad10ae33d24178d39a26a9069529,30.16,12.5889,USDT,swap,confirmed,2024,1,4
0x63dc7ed1010d3c3b8269faf0ba7491d4,18994374,2024-01-04 00:20:00,ethereum,0x7ab26df3e44573b38bb0adc3ecdef4b3,0x7b248239c53a768f0bf0ad594379a146,27.5,1.1824,MATIC,transfer,confirmed,2024,1,4
0xe96ed478dab8595a7dbda4cbcbee168f,18571287,2024-01-04 00:40:00,solana,0x6a4f60ff5de9fb82d5a18db9e49eab39,0xc743bf528ad147cef758c662683a4196,152.59,2.4455,ETH,burn,confirmed,2024,1,4
0xc0e190d8267e36708f955d7ab048990d,18178450,2024-01-04 01:00:00,ethereum,0x2623a6c971bdf2b1e798b0aad971ed76,0xa093294c86a2099775e5807087abf76a,1327.89,5.2058,BTC,swap,confirmed,2024,1,4
0xec8ce6abb3e952a85b8551ba726a1227,18211208,2024-01-04 01:20:00,solana,0x82a0c64062411b4c029563f9f49bbf20,0x4bad5ce6d830e02c342a9f04c1030e88,8.2,3.8844,ETH,transfer,confirmed,2024,1,4
0x060ad92489947d410d897474079c1477,18572950,2024-01-04 01:40:00,solana,0x8e796056366d0970b6672a47482948b3,0xc4a255478094f7eec53cdf116bf5147b,203.92,22.5446,ETH,transfer,confirmed,2024,1,4
0xbcbe3365e6ac95ea2c0343a2395834dd,18342747,2024-01-04 02:00:00,solana,0x198e0fd8f9f926dbf9b839f60e760174,0x16205a6358472ac816fae3ef50573616,1362.35,2.2547,USDT,transfer,confirmed,2024,1,4
0x115f89503138416a242f40fb7d7f338e,18232324,2024-01-04 02:20:00,solana,0xe78fbb03009e14d7f727f639b8359c3c,0xa7561dfa8606c67a28c2c00f4cdda74d,7.5,6.6118,MATIC,mint,confirmed,2024,1,4
0x13fe9d84310e77f13a6d184dbf1232f3,18341106,2024-01-04 02:40:00,polygon,0xa3f7c07b9c61617d70d7dd2b8d9959fc,0x7a8f9a757052045d48c8c6524a1dd4bb,2518.22,5.751,USDC,swap,confirmed,2024,1,4
0xd1c38a09acc34845c6be3a127a5aacaf,18614005,2024-01-04 03:00:00,polygon,0x276a5657c61b7fef10a83980497ec692,0x0bb77b92f115a4c42f990629f50d32d8,32.08,13.4663,USDC,transfer,confirmed,2024,1,4
